Lat,Lng,Category,Name,Address,Website,Image,Zipcode,Phone Number,Visible,Description,Weight
36.069495,-115.076426,STORE,Lee's Discount Liquor - Sunset,"4427 E Sunset Road<br />Henderson, NV ",http://leesliquorlv.com/locations/sunset-office/,http://siascotch.com/wp-content/uploads/2016/08/Screen-Shot-2016-08-26-at-3.11.48-PM-e1472249608373.png,89014,(702) 451-0100,YES,You can now purchase your bottle of SIA Scotch Whisky at Lee's Sunset location in Henderson Nevada. Winner! ,5
37.786551,-122.404334,DRINK,Equinox,"747 Market St<br />San Francisco, CA",https://www.equinox.com/clubs/northern-california/sportsclubsanfrancisco?gmbcid=gmb-locations-listings,http://siascotch.com/wp-content/uploads/2016/10/equinox_sanFranciso_SIA_Scotch.png,94103,(415) 633-3900,YES,You can now find SIA Scotch at the Equinox location in downtown San Francisco,4
39.326229,-120.203457,STORE,Zanders Spirits Etc,"11008 Donner Pass Road<br />Truckee, CA",http://530zanders.wixsite.com/zanders,http://siascotch.com/wp-content/uploads/2016/10/store_zandersspirits_truckee_SIA_Scotch.png,96161,(530) 582-1760,YES,Sanders offer a great selection of fine wines and spirits. Now carrying SIA Scotch Whisky. Buy a bottle today!,3
34.140034,-118.131813,DRINK,Brü Grill,"336 South Lake Avenue<br />Pasadena, CA",https://www.facebook.com/BruGrillPasadena/,http://siascotch.com/wp-content/uploads/2016/10/bar_brugrill_pasadena_SIA_Scotch.png,91101,(626) 748-1444,YES,"You can now order a glass of SIA Scotch at Brü Grill, a great new restaurant recently opened in Pasadena. ",4
34.208246,-118.502595,STORE,Wine & Liquor Depot,"16938 Saticoy St<Br />Van Nuys, CA
",http://www.wineandliquordepot.com,http://siascotch.com/wp-content/uploads/2016/10/store_wineliquordepot_vannuyes_SIA_scotch.png,91406,(818) 996-1414,YES,"Wine & Liquor Depot offers a large collection of rare and vintage whiskies for you to choose from. Now selling SIA Scotch.
",4
34.158777,-118.820882,STORE,Vintage Grocers,"140 Promenade Way <br />Westlake Village, CA",http://www.vintagegrocers.com/locations/,http://siascotch.com/wp-content/uploads/2014/10/store_vintagegrocers_malibu_SIA_Scotch.jpg,91362,(805) 230-0010,YES,SIA is now available at the brand new Vintage Grocer location at The Promenade at Westlake. Grab your bottle today!,5
36.578723,-87.408523,STORE,Bill's Package Store,"1651 Fort Campbell Blvd<br />Clarksville, TN",http://billspackagestore.com,http://siascotch.com/wp-content/uploads/2016/10/store_billspackagestore_clarksville_SIA_store.png,37042,(931) 647-5566,YES,If you like saving money on your wine and spirits Bill's Package Store is the place to shop. Now carrying SIA Scotch. ,3
36.307212,-86.608665,DRINK,Black Eyed Pea Restaurant ,"164 E Main St<br />Hendersonville, TN",http://www.theblackeyedpea.com,http://siascotch.com/wp-content/uploads/2016/10/restuarant_blackedyedpea_hendersonville_SIA_Scotch.png,37075,(615) 264-3005,YES,You can now order your SIA Scotch favorite cockatail at Black Eyed Pea restaurant in Hendersonville. Home style cooking at its best. ,2
36.131468,-86.795922,DRINK,PM,"2017 Belmont Blvd<br />Nashville, TN",http://www.pmnashville.com/,http://siascotch.com/wp-content/uploads/2016/10/restaurant_pm_nashville_SIA_Scotch.png,37212,(615) 297-2070,YES,"Grab a glass of SIA at PM, an amazing Asian inspired restaurant in the Belmont neighborhood. ",4
35.886841,-86.382357,DRINK,O'Possum's,"2341 Memorial Blvd<br />Murfreesboro, TN",http://www.opossumspub.com/,http://siascotch.com/wp-content/uploads/2016/10/restaurant_opossum_Murfreesboro_sia_scotch.png,37130,(615) 567-5757,YES,"You can now order SIA Scotch at O'Possum's, a fantastic Irish Pub with a Southern Flair!",4
38.896502,-77.028940,DRINK,Boss Shepherd's,"513 13th St NW<br />Washington, DC",http://boss-shepherds.com/,http://siascotch.com/wp-content/uploads/2016/10/restaurant_bossshepards_washington_sia_scotch.png,20004,(202) 347-2677,YES,"SIA Scotch is now available at Boss Shepherd's, a beautiful and innovative Farm-to-Table restaurant and whisky bar.",4
38.936251,-77.058205,STORE,Weygandt Wines,"3519 Connecticut Ave NW<br />Washington, DC",http://www.weygandtwines.com/,http://siascotch.com/wp-content/uploads/2016/10/store_WeygandtWines_washington_sia_scotch.png,20008,(202) 362-9463,YES,"Weygandt Wines offers wine tastings and friendly, knowledgeable service & great prices. Now carrying SIA Scotch Whisky",6
39.780734,-75.544303,STORE,Swigg Real Wine,"1601 Concord Pike<br />Wilmington, DE",http://www.swiggwine.com/,http://siascotch.com/wp-content/uploads/2016/10/store_swig_wilmington_sia_scotch.png,19803,(302) 427-9444,YES,Swigg is a wine shop focused on artisanal wines and a curated selection of craft beer & spirits. Now carrying SIA Scotch Whisky.,5
"221 West Side Dr
Rehoboth Beach, DE 19971",-75.108402,DRINK,Rehoboth Beach Country Club,"221 West Side Dr<br />Rehoboth Beach, DE",https://www.rehobothbeachcc.com/,http://siascotch.com/wp-content/uploads/2016/10/bar_rehobothbeachcountryclub_rehoboth_sia_scotch.png,19971,(302) 227-3811,YES,"You can now order a delicious SIA Scotch cocktail at Rehoboth Beach Country Club, a premier private club on the Delmarva Peninsula!",6
38.626872,-76.919339,STORE,The Wine Shoppe,"3049 Waldorf Market Pl<br />Waldorf, MD",https://www.yelp.com/biz/the-wine-shoppe-waldorf,http://siascotch.com/wp-content/uploads/2016/10/store_wineshoppe_waldorf_sia_cotch.png,20603,(301) 632-5400,YES,"SIA Scotch is now available at The Wine Shoppe in Waldorf, offering a great selection of craft beers, wine and spirits. ",4
39.574232,-76.982315,STORE,Cranberry Liquors,"405 N Center St #26<br />Westminster, MD ",http://www.cranberryliquors.com/,http://siascotch.com/wp-content/uploads/2016/10/store_cranberryliquors_westiminister_sia_scotch.png,21157,(410) 857-4545,YES,"Established in 1991, Cranberry Liquors offers extensive lines of malt beverages, liquors, wines, and cigars. Buy a bottle of SIA Scotch Whisky today! ",5
39.442828,-77.436536,STORE,Old Farm Liquors,"2190 Old Farm Drbr />Frederick, MD",http://www.frederick.com/old_farm_liquors-sp-3995/,http://siascotch.com/wp-content/uploads/2016/10/store_oldfarmliquors_frederick_sia_scotch.png,21702,(301) 663-5233,YES,Old Farm Liquors is now carrying SIA Scotch Whisky. Grab a bottle today to share with friends & family!,3
36.144219,-115.157112,STORE,Bonanza Gift Shop,"2440 S Las Vegas Blvd<br />Las Vegas, NV ",http://www.worldslargestgiftshop.com/,http://siascotch.com/wp-content/uploads/2016/10/store_bonanzagiftshop_lasvegas_sia_scotch.png,89104,(702) 385-7359,YES,"Your one stop shop with the best pricing on Las Vegas Souvenirs, Liquor, Southwest Jewelry and Goods, Snacks and Beverages. Now selling SIA Scotch.",7
36.102229,-115.174585,DRINK,New York-New York Hotel,"3790 S Las Vegas Blvd<br />Las Vegas, NV",https://www.newyorknewyork.com/en.html,http://siascotch.com/wp-content/uploads/2016/10/bar_newyorknewyork_lasvegas_sia_scotch-e1476406542100.png,89109,(702) 740-6969,YES,SIA Scotch is now available at the Big Apple-themed casino hotel on the Strip featuring several towers built to resemble the New York skyline. ,8
36.162973,-115.287682,STORE,Total Wine,"730 S Rampart Blvd<br />Las Vegas, NV",http://www.totalwine.com/store-info/nevada-las-vegas-summerlin/1201,http://siascotch.com/wp-content/uploads/2016/10/store_totalwine_lasvegas_sia_scotch.png,89145,(702) 933-8740,YES,"Total Wine & More in Las Vegas (Summerlin), NV offers the best selection of wine, beer & liquor. Now selling SIA Scotch Whisky! ",9
36.056562,-115.048307,STORE,Total Wine,"501 N Stephanie St<br />Henderson, NV",http://www.totalwine.com/store-info/nevada-henderson/1202,http://siascotch.com/wp-content/uploads/2016/10/store_totalwine_lasvegas_sia_scotch.png,89014,(702) 433-2709,YES,"You can now find SIA at Total Wine & More in Henderson, NV a wine store offering the best selection of wine, beer & liquor. ",7
36.265701,-115.259965,STORE,Total Wine,"5720 Centennial Center Blvd<br />Las Vegas, NV ",http://www.totalwine.com/store-info/nevada-las-vegas-centennial/1204,http://siascotch.com/wp-content/uploads/2016/10/store_totalwine_lasvegas_sia_scotch.png,89149,(702) 515-1258,YES,SIA Scotch Whisky is now available at the newest Total Wine & More location in Las Vegas. Buy a bottle today!,8
39.465404,-119.785439,STORE,Total Wine & More,"6671 S Virginia St<br />Reno, NV",http://www.totalwine.com/store-info/nevada-reno/1203,http://siascotch.com/wp-content/uploads/2016/10/store_totalwine_lasvegas_sia_scotch.png,89511,(775) 853-3669,YES,"You can now purchase a bottle of SIA Scotch at Total Wine & More in Reno, NV. This store offers the best selection of wine, beer & liquor with a team of experts. ",5
42.12046,-88.33830,STORE,Woodman's Food Store,"2100 Randall Rd<br />Carpentersville, IL",https://www.woodmans-food.com/carpentersville/,http://siascotch.com/wp-content/uploads/2015/12/ac49cab18b30aa98140be170a1bec71b_400x400-e1450052181265.jpeg,60110,(847) 649-9005,NO,Woodman's offer great Prices and Selection 24/7! And now is also carrying your favorite SIA Scotch Whisky!,
41.89358,-87.62461,DRINK,Woman's Athletic Club,"626 N Michigan<br />Chicago, IL",http://www.wacchicago.com/,http://siascotch.com/wp-content/uploads/2015/11/20070701_Womans_Athletic_Club-e1446775220347.jpg,60611,(312) 944-6123,NO,Woman's Athletic Club is a historic building located along the Magnificent Mile in the Near North Side community area of Chicago. Now serving SIA Scotch.,3
41.74794,-88.19970,STORE,Whole Foods Market,"2607 W 75th St<br />Naperville, IL",http://www.wholefoodsmarket.com/stores/naperville,http://siascotch.com/wp-content/uploads/2014/11/store_WholeFoodsMarket_naperville_SIA_scotch-e1416252614914.jpg,60540,(630) 579-7700,NO,Whole Foods Market Naperville is a fantastic store with a very helpful and always upbeat staff. What are you waiting for? Go buy your SIA scotch bottle today!,
42.10595,-87.80070,STORE,Whole Foods Market,"840 Willow Rd<br />Northbrook, IL",http://www.wholefoodsmarket.com/stores/northbrook,http://siascotch.com/wp-content/uploads/2014/11/store_WholeFoodsMarket_northbrook_SIA_scotch.jpg,60662,(847) 205-5353,NO,"From Yelp: ""This is the biggest, most awesome Whole Foods I have been to. I swear, you could get all of your Christmas shopping done there."" And now you can buy a bottle of SIA scotch there!",
41.89384,-87.96039,STORE,Whole Foods,"215 S. IL Rte 83<br />Elmhurst, IL",http://www.wholefoodsmarket.com/stores/elmhurst,http://siascotch.com/wp-content/uploads/2015/10/73e3bbc321c6694b33767fc6a450d6e9-e1444161051669.png,60126,(630) 993-7600,NO,Now Whole Foods in Elmhurst is carrying SIA Scotch Whisky. Buy a bottle today! ,4
41.88457,-87.64891,DRINK,Vivo,"838 W Randolph St<br />Chicago, IL ",http://www.vivo-chicago.com,http://siascotch.com/wp-content/uploads/2014/06/bar_vivo_chicago_SIA_Scotch.jpg,60607,(312) 733-3379,NO,"Classic Italian menu & notable wine list, with rustic wood floors plus exposed brick walls & beams.",
42.15430,-88.13482,DRINK,Tip Top Tap,"104 N Cook St<br />Barrington, IL",http://www.yelp.com/biz/tip-top-tap-barrington-2,http://siascotch.com/wp-content/uploads/2015/11/o-3-e1446775975711.jpg,60010,(224) 500-7110,NO,"A true bar/lounge with interesting people who are not afraid to converse with one another. Order a glass of SIA and start a conversation with a stranger!  
",
41.88163,-87.62651,DRINK,The Silversmith Hotel,"10 S Wabash Ave<br />Chicago, IL",http://www.silversmithchicagohotel.com/,http://siascotch.com/wp-content/uploads/2015/07/silversmithHotel_chicago_bar_SIA_Scotch-e1436227310373.jpg,60603,(312) 372-7696,NO,Adamus is the energetic new lounge providing specialty cocktails and spirited libations handcrafted by experienced and entertaining mixologists. Order a SIA Scotch cocktail and thank us later!,8
42.04601,-87.67725,DRINK,The Mather,"425 Davis St<br />Evanston, IL",http://thematherevanston.com/,http://siascotch.com/wp-content/uploads/2014/11/bar_TheMather_evanston_SIA_scotch-e1416255674650.jpg,60201,(847) 492-7400,NO,"SIA scotch is now available at The Mather, close to the vibrancy of downtown Evanston.",
42.27517,-88.96781,DRINK,Tavern On Clark,"755 Clark Rd<br />Rockford, IL",http://www.yelp.com/biz/tavern-on-clark-rockford,http://siascotch.com/wp-content/uploads/2014/11/bar_tavernonclark_rockford_SIA_scotch-e1416258078403.jpg,61107,(815) 708-7088,NO,"Excellent service, inviting and charming atmosphere and fantastic food! What else do you need? Oh yes, a SIA scotch cocktail! ",
39.93497,-91.37060,STORE,Wine on Broadway,"2802 Broadway<br />Quincy, IL",http://www.wineonbroadway.com/,http://siascotch.com/wp-content/uploads/2015/02/store_wineonboradway_quincy_SIA_Scothc-e1423593063277.jpeg,62301,(217) 430-4877,NO,"The newest Liquor store in Quincy, IL. It specializes in Wine, Whiskey, and Craft beer. Go get your SIA Scotch bottle today!",
25.81400,-80.33956,DRINK,Trump National Doral Miami,"4400 NW 87th Ave<br />Miami, FL ",www.doralpark.org,http://siascotch.com/wp-content/uploads/2015/03/bar_trump_doral_miami_SIA_Scotch.jpg,33178,(305) 592-2000,NO,"Trump National Doral Miami is now offering SIA Scotch Whisky at its luxury Miami resort, with championship golf and fine dining.",
41.88794,-87.62841,DRINK,Smith & Wollensky,"318 N State St<br />Chicago, IL",http://www.smithandwollensky.com/locations-2/chicago/,http://siascotch.com/wp-content/uploads/2014/11/bar_SmithWollensky_chicago_SIA_scotch.jpg,60610,(312) 670-9900,NO,"There are no other places like Smith & Wollensky in Chicago, a high-end American steakhouse with a fantastic food and drink menu. Make sure to order a SIA Cocktail and enjoy the beautiful view.",
41.88647,-87.62047,DRINK,Radisson Blu Aqua Hotel,"221 N Columbus Dr<br />Chicago, IL",http://www.radissonblu.com/aquahotel-chicago,http://siascotch.com/wp-content/uploads/2014/06/bar_radisson_blu_chicago_SIA_Scotch.jpg,60601,(312) 565-5258,NO,Grab a SIA cocktail with a client in the chic bar at the Blu Aqua Hotel.,
41.91040,-87.63125,STORE,Potash Bros Supermart,"1525 N Clark St<br />Chicago, IL",http://www.potashmarkets.com/,http://siascotch.com/wp-content/uploads/2014/11/store_PotashBrosSupermart_chicago_SIA_scotch-e1416256609217.jpg,60610,(312) 337-7537,NO,"Potash Farms provides fresh, local, gourmet ingredients to help you fulfill your culinary passions. And now is serving SIA scotch! ",
41.86052,-88.10362,STORE,Mariano's - Wheaton,"625 S Main St<br />Wheaton, IL",www.marianos.com,http://siascotch.com/wp-content/uploads/2015/03/store_marianos_wheaton_SIA_Scotch.jpg,60187,(630) 690-6451,NO,"The first store in Wheaton to carry SIA Scotch Whisky, stop into Mariano's today for a bottle.",
41.80404,-87.88941,STORE,Mariano's - Western Springs,"4700 Gilbert Ave<br />Western Springs,	IL",http://www.marianos.com/storelocator,http://siascotch.com/wp-content/uploads/2014/08/store_marianos_western_springs_SIA_Scotch.jpg,60558,(708) 246-6210,NO,SIA Scotch Whisky is available in the spirits section of your local Mariano's store in Western Springs. Grab a bottle of SIA today.,
41.83547,-87.89964,STORE,Mariano's - Westchester,"3020 Wolf Road <br />Westchester, IL",http://www.marianos.com/,http://siascotch.com/wp-content/uploads/2015/02/store_marianos_westechester_SIA_Scotch-e1423593661800.jpg,60154,(708) 562-4033,NO,"From Yelp: ""The Westchester location might be the coolest one yet."" You can find SIA Scotch in the awesome spirits section. ",
41.99412,-87.74982,STORE,Mariano's - Skokie,"3358 W Touhy Ave <br />Skokie, IL",http://www.marianos.com/storelocator,http://siascotch.com/wp-content/uploads/2015/05/Marianos_Skokie_SIA_Scotch-e1431449724389.jpg,60076,(847) 763-8801,NO,"Longtime supplier for beer, wine & spirits including your favorite SIA Scotch Whisky. ",
41.53712,-88.1973,STORE,Mariano's - Shorewood,"950 Brook Forest Ave<br />Shorewood, IL",http://www.marianos.com/storelocator,http://siascotch.com/wp-content/uploads/2014/08/store_marianos_shorewood_SIA_Scotch.jpg,60404,(815) 577-2741,NO,"Shorewood Mariano's is now proudly showcasing SIA Scotch Whisky, be sure to pick up a bottle for a friend today.",
41.98732,-87.83785,STORE,Mariano's - Park Ridge,"1900 S Cumberland Ave<br />Park Ridge, IL",http://www.marianos.com/storelocator,http://siascotch.com/wp-content/uploads/2014/08/store_marianos_park_ridge_SIA_Scotch.jpg,60068,(847) 696-2360,NO,Looking for SIA Scotch Whisky? Stop into the Park Ridge Mariano's Market and visit the spirits section today.,
42.1197,-88.03379,STORE,Mariano's - Palatine,"545 N Hicks Rd<br />Palatine, IL",http://www.marianos.com,http://siascotch.com/wp-content/uploads/2014/10/store_marianos_palatine_SIA_Scotch.jpg,60067,(847) 963-2807,NO,SIA Scotch Whisky is now available in the specialty foods section of The Mariano's Palatine location. ,
42.10002,-87.7715,STORE,Mariano's - Northfield,"1822 Willow Rd<br />Northfield, IL",http://www.marianos.com/storelocator,http://siascotch.com/wp-content/uploads/2014/08/store_marianos_northpoint_SIA_Scotch.jpg,60093,(847) 446-6870,NO,Visit the Northfield Mariano's Market in Chicago today to pick up your bottle of SIA Scotch Whisky.,
41.96979,-87.67506,STORE,Mariano's - Lawrence Ave,"1800 W Lawrence Ave, Chicago, IL",http://www.marianos.com/storelocator,http://siascotch.com/wp-content/uploads/2014/08/store_marianos_lawrence_avenue_SIA_Scotch.jpg,60640,(773) 334-3549,NO,The spirits selection at Mariano's on Lawrence in Chicago just got even more awesome - now carrying SIA Scotch Whisky!,
42.04513,-88.14289,STORE,Mariano's - Hoffman Estates,"2575 W Golf Rd<br />Hoffman Estates,	IL",http://www.marianos.com/storelocator,http://siascotch.com/wp-content/uploads/2014/08/store_marianos_hoffman_estates_SIA_Scotch.jpg,60169,(847) 490-2043,NO,SIA Scotch Whisky is now available for purchase at the Mariano's Market in Hoffman Estates. Stop in today to pick up a bottle of SIA.,
41.72089,-87.68685,STORE,Mariano's - Evergreen Park,"2559 W. 95th St. <br />Evergreen Park, IL",http://www.marianos.com/,http://siascotch.com/wp-content/uploads/2015/02/store_Marianos_evrgreenpark_SIA_Scotch-e1423592530813.png,60805,(708) 346-0698,NO,"It's official. Mariano's Fresh Market is coming to Evergreen Park. Fantastic spirits selection, including SIA Scotch Whisky.",
41.97947,-87.7574,STORE,Mariano's - Elston,"5353 N Elston Ave<br />Chicago, IL",http://www.marianos.com,http://siascotch.com/wp-content/uploads/2014/10/store_marianos_elston_SIA_Scotch.jpg,60630,(773) 481-6731,NO,Pick up a bottle of SIA Scotch Whisky in the specialty spirits section of your Mariano's Elson store today.,
41.97697,-87.65454,STORE,Mariano's - Edgewater,"5201 N Sheridan Rd<br />Chicago, IL",http://www.marianos.com,http://siascotch.com/wp-content/uploads/2014/06/store_marianos_edgewater_chicago_SIA_Scotch.jpg,60640,(773) 506-0558,NO,A new and beautiful store in Chicago. Really great and helpful staff. Look for SIA on the Scotch shelf.,
41.92004,-87.66875,STORE,Mariano's - Bucktown,"2112 N Ashland Ave<br />Chicago,	IL",http://www.marianos.com/storelocator,http://siascotch.com/wp-content/uploads/2014/08/store_marianos_bucktown_SIA_Scotch.jpg,60614,(773) 342-6585,NO,Looking for SIA Scotch Whisky? Visit the Mariano's on Ashland Avenue in Chicago to pick up a case for your event.,
41.83721,-87.66393,STORE,Mariano's - Bridgeport,"3145 S Ashland Ave<br />Chicago, IL",http://www.marianos.com/,http://siascotch.com/wp-content/uploads/2014/06/store_marianos_bridgeport_chicago_SIA_Scotch.jpg,60608,(773) 247-3394,NO,From Yelp:  This establishment shows a real dedication to the consumer on so many levels. Big clap of hands to the workers who are dedicated. (Now go grab a bottle of SIA!),
42.08054,-87.97287,STORE,Mariano's - Arlington Heights,"802 E Northwest Hwy<br />Arlington Heights, IL",http://www.marianos.com,http://siascotch.com/wp-content/uploads/2014/10/store_marianos_arlingtonheights_SIA_Scotch.jpg,60004,(847) 253-5439,NO,"Specialty foods store in Arlington Heights, with an excellent spirits selection, including SIA Scotch Whisky.",
41.92250,-87.66524,DRINK,Macku Sushi,"2239 N Clybourn Ave<br />Chicago, IL",http://www.mackusushi.com/,http://siascotch.com/wp-content/uploads/2015/12/restaurant_mackushushi_chicago_sia_scotch.jpg,60614,(773) 880-8012,NO,"Chicago Sun-Times’ Pat Bruno says, “When you've got it, you've got it, and the Macku Chan clan definitely has it when it comes to sushi. Now serving SIA.",2
25.78735,-80.14490,STORE,Flamingo Market,"1508 Bay Rd #39<br />Miami Beach, FL",https://plus.google.com/107758637499788347096/about?gl=us&hl=en,http://siascotch.com/wp-content/uploads/2015/03/store_flamingo_market_miamibeach_SIA_Scotch.jpg,33139,(305) 531-4040,NO,Small Liquor Shop tucked inside of the Miami Beach Flamingo Apartment Complex- now selling SIA Scotch Whisky.,
41.95233,-87.67771,DRINK,Kick,"1943 W. Byron St.<br />Chicago , IL",http://www.kickuptheheat.com/,http://siascotch.com/wp-content/uploads/2015/12/p8jTXKzQ_400x400-e1450052829695.jpg,60613,(773) 236-8886,NO,KICK melds the heat and spice of many cuisine traditions into one culinary adventure. Make sure to add a SIA Scotch cocktail to your order!,3
41.60027,-87.91166,STORE,Kenwood Liquors,"12037 W 159th St<br />Homer Glen, IL",http://www.kenwoodliquors.biz/,http://siascotch.com/wp-content/uploads/2014/06/store_kenwood_liquors_homerglen_SIA_Scotch.jpg,60491,(708) 590-8210,NO,30 years and 3 Chicagoland Locations. This store has it all. Including a great price on SIA Scotch Whisky.,
42.27951,-87.84463,DRINK,Inovasi Restaurant,"28 E Center Ave<br />Lake Bluff, IL",http://www.inovasi.us,http://siascotch.com/wp-content/uploads/2014/10/bar_inovasi_lakebluff_SIA_Scotch.jpg,60044,(847) 295-1000,NO,"Locally sourced chef driven restaurant with amazing wine, beer, and cocktails- now serving SIA!",
41.8798,-87.80985,DRINK,House Red Vinoteca,"7403 W Madison	St<br />Forest Park, IL",http://www.houseredvinoteca.com,http://siascotch.com/wp-content/uploads/2014/08/bar_house_red_forest_park_SIA_Scotch.jpg,60130,(708) 771-7733,NO,House Red is so much more than a Vinoteca- they now serve SIA Scotch Whisky too!,
42.13911,-87.80292,DRINK,Green Acres Country Club,"916 W Dundee Rd<br />Northbrook, IL",http://www.greenacrescountryclub.com,http://siascotch.com/wp-content/uploads/2014/08/bar_green_acres_country_club_northbrook_SIA_Scotch.jpg,60062,(847) 291-2200,NO,Stop into the Green Acres Country Club in Northbrook and order a round of SIA Scotch Whisky for your friends.,
42.15356,-88.13415,STORE,Grassroots,"211 Park Ave<br />Barrington, IL",http://www.grassrootsbarrington.com/general-store.html,http://siascotch.com/wp-content/uploads/2014/10/bar_grassroots_barrington_SIA_Scotch.jpg,60010,(224) 655-2344,NO,"I've never seen a store quite like Grassroots- Todd really supports the Independent labels in spirits, crafts and clothing and I'm so happy SIA Scotch Whisky is one of them!",
42.30545,-87.96677,STORE,Gold Eagle Wine & Spirits,"255 Peterson Rd<br />Libertyville, IL",http://www.goldeaglewine.com,http://siascotch.com/wp-content/uploads/2014/08/store_gold_eagle_libertyville_SIA_Scotch.jpg,60048,(847) 367-6000,NO,"Gold Eagle Wine and Spirits in Libertyville is a great spirits store where you can now purchase SIA Scotch Whisky, visit Gold Eagle today!",
42.0482,-87.96081,STORE,Gold Eagle Liquors,"1721 W Golf Rd<br />Mt Prospect, IL",http://www.goldeaglewine.com,http://siascotch.com/wp-content/uploads/2014/10/store_goldeagle_mtprospect_SIA_Scotch.jpg,60056,(847) 437-3500,NO,Stop by Gold Eagle in Mount Prospect for your bottle of award-winning SIA Scotch Whisky!,
41.91717,-87.70778,DRINK,Go Tavern & Liquors,"3219 W Armitage Ave<br />Chicago, IL",http://www.gotavern.com,http://siascotch.com/wp-content/uploads/2014/10/bar_gotavern_chicago_SIA_Scotch.jpg,60647,(773) 227-4052,NO,Also known as Dorothy's - GO Tavern is both a bar AND a liquor shop - where you can purchase SIA Scotch Whisky.,
41.89856,-87.62140,DRINK,Francesca's Chestnut,"200 E. Chestnut <br />Chicago, IL","http://www.miafrancesca.com/static.asp?path=3115,3230",http://siascotch.com/wp-content/uploads/2015/02/Restaurant_FrancescaChestnut_Chicago_SIA_Scotch-e1423590669722.jpg,60611,(312) 482-8800,NO,"Francesca’s on Chestnut specializes in the cuisine of Rome and the surrounding areas of Tuscany, Umbria, and Lazio.Now serving SIA Scotch. ",
41.93291,-87.63996,DRINK,Fion Wine and Spirits,"426 W. Diversey Pkwy	<br />Chicago, IL",http://www.bar1events.com/fion/,http://siascotch.com/wp-content/uploads/2014/10/bar_fion_chicago_SIA_Scotch.jpg,60614,(773) 549-5400,NO,"Stop in for Greg's amazing cocktail creations, ask for one using SIA Scotch. The drinks here are carefully thought out and perfectly executed.",
41.91832,-87.65652,STORE,Ezra's,"1128 W. Armitage<br />Chicago, IL",http://www.ezras.com/products/sia-blended-scotch-whisky,http://siascotch.com/wp-content/uploads/2015/02/store_ezras_chicago_SIA_Scotch-e1423594738413.jpg,60614,(773) 883-8711,NO,"<a href=""http://www.ezras.com/products/sia-blended-scotch-whisky""><strong><b>Order SIA Scotch Whisky Online at Ezra's</a></b></strong> new store with a wide selection of craft spirits, beer and wine. Order today.",9
42.20082,-87.80938,DRINK,Del Rio Restaurant,"228 Green Bay Road<br /> Highwood, IL",http://www.delriorestaurant.biz/,http://siascotch.com/wp-content/uploads/2015/01/bar_delriorestaurant_highwood_SIA_Scotch-e1421272543846.jpg,60040,(847) 432-4608,NO,90-year-old veteran eatery serving a small menu of northern Italian fare as well as wine & drinks and SIA Scotch!,
41.92233,-87.68747,STORE,Danny's Buy Low,"2220 N Western Ave<br />Chicago, IL ",http://www.yelp.com/biz/dannys-buy-low-chicago,http://siascotch.com/wp-content/uploads/2014/06/store_dannys_buy_low_chicago_SIA_Scotch.jpg,60647,(773) 489-3622,NO,From Yelp: Fantastic little liquor store to live so close to.,
41.85833	,-88.33819,DRINK,Crosstown Pub and Grill,"1890 Mill Street <br />Batavia, IL",http://crosstownpub-grill.com/,http://siascotch.com/wp-content/uploads/2015/02/bar_crosstownbarandgrill_batavia_SIA_Scotch-e1423594097532.jpg,60510,(630) 649-8096,NO,"Crosstown combines great food, atmosphere and a superb selection of pints, cocktails and wines to bring out the best possible experience! Now serving SIA Scotch!",
41.83469,-88.03308,STORE,Binny’s Beverage Depot,"2010 Butterfield Rd<br />Downers Grove, IL",http://www.binnys.com/,http://siascotch.com/wp-content/uploads/2014/11/store_Binnys_DownersGrove_SIA_scotch-e1416251177169.jpg,60515,(630) 705-9463,NO,"We love Binny's, and shopping here during the holidays is always a breeze. The staff is super-helpful and their selection is always fantastic! Go get your SIA scotch today!",
41.91303,-87.65540,STORE,Binny's Depot - Marcey St,"1720 N. Marcey St.<br />Chicago, IL",http://www.binnys.com/,http://siascotch.com/wp-content/uploads/2015/07/Binnys_chicago_store_SIA_Scotch-e1436227020493.jpg,60614,(312) 664-4394,NO,"Longtime supplier for beer, wine & spirits, plus related gifts & cigars. Now carrying SIA Scotch Whisky! ",
41.86791,-87.64260,STORE,Binny's - South Loop,"1132 S. Jefferson St.<br />Chicago, IL",http://www.binnys.com/location/chicago+-+south+loop,http://siascotch.com/wp-content/uploads/2014/06/store_binnys_chicago_SIA_Scotch.jpg,60607,(312) 768-4400,NO,"<strong><a href=""http://www.binnys.com/spirits/SIA_Blended_Scotch_69995.html"">ORDER SIA ONLINE AT BINNY'S HERE</a></strong>. Or visit South Loop location to pick up a bottle today.",10
41.86791,-87.64260,STORE,Binny's - Lincoln Park,"1720 N Marcey St<br />Chicago, IL",http://www.binnys.com/location/chicago+-+lincoln+park,http://siascotch.com/wp-content/uploads/2014/06/store_binnys_lincoln_park_chicago_SIA_Scotch.jpg,60614,(312) 664-4394,NO,"<strong><a href=""http://www.binnys.com/spirits/SIA_Blended_Scotch_69995.html"">ORDER SIA ONLINE AT BINNY'S HERE</a></strong>. Or visit Lincoln Park location to pick up a bottle today.",10
